self_id,,target_id,,gt,tx1,rx1,tx2,rx2,tx3,rx3,,,target_id,ts,gt,tx1,rx1,tx2,rx2,tx3,rx3
,,,509929094.10882,1,559710275.33841,559710028.675051,169138469.032303,169138472.368944,643119945.353522,643119948.690164,,,,365933956.341591,1,386209873.792558,386210127.1292,142315653.110552,142315656.447194,453102534.859512,453102538.196153
,,,510929094.10882,1,43235992.4339192,43235745.7705608,98325700.6120393,98325703.948681,20003722.6168607,20003725.9535024,,,,366933956.341591,1,722981241.644928,722981494.98157,619331674.787474,619331678.124116,554393100.854601,554393104.191243
,,,511929094.10882,1,433841221.469322,433840974.805963,113712565.350891,113712568.687533,447364551.749379,447364555.086021,,,,367933956.341591,1,995459394.949811,995459648.286452,851882362.345355,851882365.681997,158744882.325077,158744885.661718
,,,512929094.10882,1,448494886.693868,448494640.030509,38116322.9674917,38116326.3041333,597858504.541755,597858507.878397,,,,368933956.341591,1,964158295.518193,964158548.854834,279049389.60818,279049392.944822,588005387.371662,588005390.708304
,,,513929094.10882,1,80854067.7872769,80853821.1239185,275645179.140622,275645182.477264,595276788.040598,595276791.37724,,,,369933956.341591,1,307773972.706781,307774226.043422,350703470.358761,350703473.695402,712184599.753508,712184603.090149
,,,514929094.10882,1,737420791.941346,737420545.277988,821436203.407743,821436206.744385,731424383.399061,731424386.735702,,,,370933956.341591,1,498402500.020828,498402753.357469,170474757.303694,170474760.640336,30737171.098404,30737174.4350457
,,,515929094.10882,1,603672380.990338,603672134.326979,803354629.630644,803354632.967286,485482091.942212,485482095.278854,,,,371933956.341591,1,221324109.010775,221324362.347417,261902194.238696,261902197.575337,655912377.441498,655912380.77814
,,,516929094.10882,1,726074202.869322,726073956.205963,679990923.282033,679990926.618674,901964480.148629,901964483.48527,,,,372933956.341591,1,401366523.706368,401366777.043009,289167689.653493,289167692.990135,276407801.833313,276407805.169954
,,,517929094.10882,1,139738031.691571,139737785.028212,882227362.913903,882227366.250545,218546240.901414,218546244.238055,,,,373933956.341591,1,76337608.6858893,76337862.022531,595091118.903172,595091122.239813,14856313.1076467,14856316.4442883
,,,518929094.10882,1,494391755.088154,494391508.424796,570106922.462585,570106925.799226,51141256.2039771,51141259.5406187,,,,374933956.341591,1,738669653.944218,738669907.28086,317041546.830803,317041550.167445,470955132.232592,470955135.569234
,,,519929094.10882,1,50306415.5820636,50306168.9187052,798690169.21238,798690172.549022,111243282.258964,111243285.595606,,,,375933956.341591,1,388510644.619263,388510897.955905,769318728.796617,769318732.133259,2250222.45637147,2250225.79301311
,,,520929094.10882,1,455717198.037385,455716951.374026,908692616.365938,908692619.70258,299123280.679542,299123284.016184,,,,376933956.341591,1,375076305.605981,375076558.942623,672991312.715443,672991316.052084,519286037.66349,519286041.000132
,,,521929094.10882,1,970835254.233914,970835007.570556,144587971.862668,144587975.19931,826810604.98571,826810608.322351,,,,377933956.341591,1,188396746.134106,188396999.470747,313056092.160748,313056095.49739,294051244.216743,294051247.553384
,,,522929094.10882,1,139318423.794011,139318177.130653,810514774.595402,810514777.932043,28813985.399487,28813988.7361287,,,,378933956.341591,1,82181986.4940547,82182239.8306963,70213976.5859764,70213979.922618,472972400.707755,472972404.044396
,,,523929094.10882,1,493070151.191923,493069904.528565,560637527.094152,560637530.430793,561409138.653537,561409141.990179,,,,379933956.341591,1,384791265.737943,384791519.074585,871481541.331922,871481544.668564,60103492.4467327,60103495.7833743
,,,524929094.10882,1,15863347.364271,15863100.7009126,288409858.065304,288409861.401946,378383223.430375,378383226.767017,,,,380933956.341591,1,906331188.09906,906331441.435701,500101249.62383,500101252.960471,800333080.821267,800333084.157908
,,,525929094.10882,1,717061988.802339,717061742.138981,638909138.691005,638909142.027647,948912552.74749,948912556.084131,,,,381933956.341591,1,899912743.041571,899912996.378213,911194224.098671,911194227.435312,539395985.359922,539395988.696564
,,,526929094.10882,1,439727151.939251,439726905.275893,268038193.209799,268038196.546441,936610468.612339,936610471.948981,,,,382933956.341591,1,936389447.267739,936389700.60438,368809365.418419,368809368.755061,988838649.664412,988838653.001054
,,,527929094.10882,1,813038005.595025,813037758.931667,161191819.67321,161191823.009851,588350693.455267,588350696.791908,,,,383933956.341591,1,354074055.552179,354074308.88882,589265050.638151,589265053.974793,462093668.649292,462093671.985934
,,,528929094.10882,1,982816174.849815,982815928.186457,588133111.029801,588133114.366443,580916914.09924,580916917.435882,,,,384933956.341591,1,10888738.8941834,10888992.2308251,237381114.562275,237381117.898917,502992987.789131,502992991.125773
,,,529929094.10882,1,639144807.990354,639144561.326995,361934716.712121,361934720.048762,784500123.133414,784500126.470056,,,,385933956.341591,1,664655574.600785,664655827.937426,547180350.515762,547180353.852404,1174645.26257892,1174648.59922057
,,,530929094.10882,1,622561082.951833,622560836.288475,234711635.668982,234711639.005623,361857232.411825,361857235.748467,,,,386933956.341591,1,254165763.532643,254166016.869285,736202343.176781,736202346.513423,226779585.569199,226779588.905841
,,,531929094.10882,1,331030759.088441,331030512.425082,654574654.158273,654574657.494914,999839180.855846,999839184.192488,,,,387933956.341591,1,826178688.215471,826178941.552113,297667791.545853,297667794.882495,688583972.706035,688583976.042677
,,,532929094.10882,1,798461707.40587,798461460.742512,488547936.279909,488547939.61655,858094058.615944,858094061.952586,,,,388933956.341591,1,39962344.8313043,39962598.167946,427208218.28981,427208221.626451,490890601.401745,490890604.738387
,,,533929094.10882,1,90118734.874033,90118488.2106747,1803981.74138197,1803985.07802362,204189794.359015,204189797.695657,,,,389933956.341591,1,190771854.349822,190772107.686464,711015200.199007,711015203.535649,681074295.796839,681074299.133481
,,,534929094.10882,1,470500403.959898,470500157.296539,216537772.265311,216537775.601953,293589665.217984,293589668.554626,,,,390933956.341591,1,130507179.174014,130507432.510656,689018324.717817,689018328.054458,388992329.67523,388992333.011871
,,,535929094.10882,1,892942966.799962,892942720.136604,570015441.290602,570015444.627244,36032159.2537412,36032162.5903829,,,,391933956.341591,1,117858557.565347,117858810.901988,324918961.780553,324918965.117195,440095837.646027,440095840.982669
,,,536929094.10882,1,415138379.208464,415138132.545105,684669095.366366,684669098.703008,530022705.116725,530022708.453367,,,,392933956.341591,1,844612460.701003,844612714.037645,716796687.345319,716796690.681961,395102865.318558,395102868.655199
,,,537929094.10882,1,475717834.915337,475717588.251979,654102541.735761,654102545.072402,896358814.812975,896358818.149617,,,,393933956.341591,1,45405905.4558734,45406158.792515,340777499.438389,340777502.775031,277483647.64432,277483650.980962
,,,538929094.10882,1,569149336.34365,569149089.680292,416478701.947882,416478705.284524,527871798.424338,527871801.76098,,,,394933956.341591,1,333690279.41241,333690532.749052,591379205.294819,591379208.63146,548186326.985519,548186330.322161
,,,539929094.10882,1,205126449.902333,205126203.238975,245176051.830393,245176055.167035,313890206.262792,313890209.599434,,,,395933956.341591,1,117909593.265051,117909846.601692,39382371.7915636,39382375.1282053,692710412.575363,692710415.912005
,,,540929094.10882,1,467384593.277565,467384346.614207,602908633.075816,602908636.412458,773487687.250895,773487690.587537,,,,396933956.341591,1,904961149.123294,904961402.459936,298898864.176763,298898867.513405,916492958.524296,916492961.860938
,,,541929094.10882,1,648651636.247056,648651389.583698,172488264.197603,172488267.534244,704379964.860817,704379968.197459,,,,397933956.341591,1,463622907.224659,463623160.561301,70145248.4722232,70145251.8088648,859925260.341447,859925263.678089
,,,542929094.10882,1,543642215.329764,543641968.666405,291144471.069474,291144474.406116,473068121.422744,473068124.759386,,,,398933956.341591,1,364770501.332072,364770754.668713,203439214.175551,203439217.512193,470164306.960951,470164310.297593
,,,543929094.10882,1,755771300.281569,755771053.61821,141960018.231474,141960021.568116,108129494.115247,108129497.451889,,,,399933956.341591,1,46142839.801569,46143093.1382107,859419024.21505,859419027.551692,545072938.2058,545072941.542442
,,,544929094.10882,1,801345205.504238,801344958.84088,901709168.029901,901709171.366542,758706049.501969,758706052.838611,,,,400933956.341591,1,991204035.017137,991204288.353779,642024058.829713,642024062.166354,24536857.6085318,24536860.9451735
